"Erstellungsdatum";"05.12.2016";
"Name";"umlagentyp";"Erstattungssatz";"01.01.2009";"01.02.2009";"01.03.2009";"01.04.2009";"01.05.2009";"01.06.2009";"01.07.2009";"01.08.2009";"01.09.2009";"01.10.2009";"01.11.2009";"01.12.2009";"01.01.2010";"01.02.2010";"01.03.2010";"01.04.2010";"01.05.2010";"01.06.2010";"01.07.2010";"01.08.2010";"01.09.2010";"01.10.2010";"01.11.2010";"01.12.2010";"01.01.2011";"01.02.2011";"01.03.2011";"01.04.2011";"01.05.2011";"01.06.2011";"01.07.2011";"01.08.2011";"01.09.2011";"01.10.2011";"01.11.2011";"01.12.2011";"01.01.2012";"01.02.2012";"01.03.2012";"01.04.2012";"01.05.2012";"01.06.2012";"01.07.2012";"01.08.2012";"01.09.2012";"01.10.2012";"01.11.2012";"01.12.2012";"01.01.2013";"01.02.2013";"01.03.2013";"01.04.2013";"01.05.2013";"01.06.2013";"01.07.2013";"01.08.2013";"01.09.2013";"01.10.2013";"01.11.2013";"01.12.2013";"01.01.2014";"01.02.2014";"01.03.2014";"01.04.2014";"01.05.2014";"01.06.2014";"01.07.2014";"01.08.2014";"01.09.2014";"01.10.2014";"01.11.2014";"01.12.2014";"01.01.2015";"01.02.2015";"01.03.2015";"01.04.2015";"01.05.2015";"01.06.2015";"01.07.2015";"01.08.2015";"01.09.2015";"01.10.2015";"01.11.2015";"01.12.2015";"01.01.2016";"01.02.2016";"01.03.2016";"01.04.2016";"01.05.2016";"01.06.2016";"01.07.2016";"01.08.2016";"01.09.2016";"01.10.2016";"01.11.2016";"01.12.2016";
"Salus BKK";"u1";"40,00%";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1,20";"1,20";"1,20";"1,20";"1,20";"1,50";"1,50";"1,50";"1,50";"1,50";"1,50";"1,50";"1,50";"1,50";"1,50";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Salus BKK";"u1";"50,00%";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1,50";"1,50";"1,50";"1,50";"1,50";"1,50";"1,50";"1,50";"1,50";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,30";"1,30";"1,30";"1,30";"1,30";"1,30";"1,30";"1,30";"1,30";"1,30";"1,30";"1,30";"1,10";"1,10";"1,10";"1,10";"1,10";"1,10";"1,10";"1,10";"1,10";"1,10";"1,10";"1,10";
"Salus BKK";"u1";"60,00%";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1,70";"1,70";"1,70";"1,70";"1,70";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,60";"1,60";"1,60";"1,60";"1,60";"1,60";"1,60";"1,60";"1,60";"1,60";"1,60";"1,60";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";
"Salus BKK";"u1";"80,00%";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"2,90";"2,90";"2,90";"2,90";"2,90";"3,50";"3,50";"3,50";"3,50";"3,50";"3,50";"3,50";"3,50";"3,50";"3,50";"3,50";"3,50";"3,50";"3,50";"3,50";"3,50";"3,50";"3,50";"3,50";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"2,70";"2,70";"2,70";"2,70";"2,70";"2,70";"2,70";"2,70";"2,70";"2,70";"2,70";"2,70";
"Salus BKK";"u2";"100,00%";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,29";"0,29";"0,29";"0,29";"0,29";"0,36";"0,36";"0,36";"0,36";"0,36";"0,36";"0,36";"0,36";"0,36";"0,36";"0,36";"0,36";"0,36";"0,36";"0,36";"0,36";"0,36";"0,36";"0,36";"0,34";"0,34";"0,34";"0,34";"0,34";"0,34";"0,34";"0,34";"0,34";"0,34";"0,34";"0,34";"0,37";"0,37";"0,37";"0,37";"0,37";"0,37";"0,37";"0,37";"0,37";"0,37";"0,37";"0,37";"0,37";"0,37";"0,37";"0,37";"0,37";"0,37";"0,37";"0,37";"0,37";"0,37";"0,37";"0,37";"0,37";"0,37";"0,37";"0,37";"0,37";"0,37";"0,37";"0,37";"0,37";"0,37";"0,37";"0,37";
"BKK Braun-Gilette";"u1";"40,00%";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1,20";"1,20";"1,20";"1,20";"1,20";"1,50";"1,50";"1,50";"1,50";"1,50";"1,50";"1,50";"1,50";"1,50";"1,50";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"BKK Braun-Gilette";"u1";"50,00%";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1,50";"1,50";"1,50";"1,50";"1,50";"1,50";"1,50";"1,50";"1,50";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"BKK Braun-Gilette";"u1";"60,00%";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1,70";"1,70";"1,70";"1,70";"1,70";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"BKK Braun-Gilette";"u1";"70,00%";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"2,30";"2,30";"2,30";"2,30";"2,30";"2,30";"2,30";"2,30";"2,30";"2,30";"2,30";"2,30";"1,85";"1,85";"1,85";"1,85";"1,85";"1,85";"1,85";"1,85";"1,85";"1,85";"1,85";"1,85";
"BKK Braun-Gilette";"u1";"80,00%";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"2,90";"2,90";"2,90";"2,90";"2,90";"3,50";"3,50";"3,50";"3,50";"3,50";"3,50";"3,50";"3,50";"3,50";"3,50";"3,50";"3,50";"3,50";"3,50";"3,50";"3,50";"3,50";"3,50";"3,50";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"BKK Braun-Gilette";"u2";"100,00%";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,29";"0,29";"0,29";"0,29";"0,29";"0,36";"0,36";"0,36";"0,36";"0,36";"0,36";"0,36";"0,36";"0,36";"0,36";"0,36";"0,36";"0,36";"0,36";"0,36";"0,36";"0,36";"0,36";"0,36";"0,34";"0,34";"0,34";"0,34";"0,34";"0,34";"0,34";"0,34";"0,34";"0,34";"0,34";"0,34";"0,37";"0,37";"0,37";"0,37";"0,37";"0,37";"0,37";"0,37";"0,37";"0,37";"0,37";"0,37";"0,37";"0,37";"0,37";"0,37";"0,37";"0,37";"0,37";"0,37";"0,37";"0,37";"0,37";"0,37";"0,31";"0,31";"0,31";"0,31";"0,31";"0,31";"0,31";"0,31";"0,31";"0,31";"0,31";"0,31";
"Vereinigte BKK";"u1";"40,00%";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1,20";"1,20";"1,20";"1,20";"1,20";"1,50";"1,50";"1,50";"1,50";"1,50";"1,50";"1,50";"1,50";"1,50";"1,50";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Vereinigte BKK";"u1";"50,00%";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1,50";"1,50";"1,50";"1,50";"1,50";"1,50";"1,50";"1,50";"1,50";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,30";"1,30";"1,30";"1,30";"1,30";"1,30";"1,30";"1,30";"1,30";"1,30";"1,30";"1,30";"1,10";"1,10";"1,10";"1,10";"1,10";"1,10";"1,10";"1,10";"1,10";"1,10";"1,10";"1,10";
"Vereinigte BKK";"u1";"60,00%";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1,70";"1,70";"1,70";"1,70";"1,70";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,60";"1,60";"1,60";"1,60";"1,60";"1,60";"1,60";"1,60";"1,60";"1,60";"1,60";"1,60";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";
"Vereinigte BKK";"u1";"80,00%";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"2,90";"2,90";"2,90";"2,90";"2,90";"3,50";"3,50";"3,50";"3,50";"3,50";"3,50";"3,50";"3,50";"3,50";"3,50";"3,50";"3,50";"3,50";"3,50";"3,50";"3,50";"3,50";"3,50";"3,50";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"2,70";"2,70";"2,70";"2,70";"2,70";"2,70";"2,70";"2,70";"2,70";"2,70";"2,70";"2,70";
"Vereinigte BKK";"u2";"100,00%";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,29";"0,29";"0,29";"0,29";"0,29";"0,36";"0,36";"0,36";"0,36";"0,36";"0,36";"0,36";"0,36";"0,36";"0,36";"0,36";"0,36";"0,36";"0,36";"0,36";"0,36";"0,36";"0,36";"0,36";"0,34";"0,34";"0,34";"0,34";"0,34";"0,34";"0,34";"0,34";"0,34";"0,34";"0,34";"0,34";"0,37";"0,37";"0,37";"0,37";"0,37";"0,37";"0,37";"0,37";"0,37";"0,37";"0,37";"0,37";"0,37";"0,37";"0,37";"0,37";"0,37";"0,37";"0,37";"0,37";"0,37";"0,37";"0,37";"0,37";"0,37";"0,37";"0,37";"0,37";"0,37";"0,37";"0,37";"0,37";"0,37";"0,37";"0,37";"0,37";
"AOK Hessen";"u1";"40,00%";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,70";"0,70";"0,70";"0,70";"0,70";"0,70";"0,70";"0,70";"0,70";"0,70";"0,70";"0,70";"0,90";"0,90";"0,90";"0,90";"0,90";"0,90";"0,90";"0,90";"0,90";"0,90";"0,90";"0,90";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"AOK Hessen";"u1";"50,00%";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,60";"1,60";"1,60";"1,60";"1,60";"1,60";"1,60";"1,60";"1,60";"1,60";"1,60";"1,60";
"AOK Hessen";"u1";"60,00%";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1,90";"1,90";"1,90";"1,90";"1,90";"1,90";"1,90";"1,90";"1,90";"1,90";"1,90";"1,90";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"1,80";"1,80";"1,80";"1,80";"1,80";"1,80";"1,80";"1,80";"1,80";"1,80";"1,80";"1,80";"2,00";"2,00";"2,00";"2,00";"2,00";"2,00";"2,00";"2,00";"2,00";"2,00";"2,00";"2,00";
"AOK Hessen";"u1";"70,00%";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"2,30";"2,30";"2,30";"2,30";"2,30";"2,30";"2,30";"2,30";"2,30";"2,30";"2,30";"2,30";"2,70";"2,70";"2,70";"2,70";"2,70";"2,70";"2,70";"2,70";"2,70";"2,70";"2,70";"2,70";"2,50";"2,50";"2,50";"2,50";"2,50";"2,50";"2,50";"2,50";"2,50";"2,50";"2,50";"2,50";"2,50";"2,50";"2,50";"2,50";"2,50";"2,50";"2,50";"2,50";"2,50";"2,50";"2,50";"2,50";"2,20";"2,20";"2,20";"2,20";"2,20";"2,20";"2,20";"2,20";"2,20";"2,20";"2,20";"2,20";"2,50";"2,50";"2,50";"2,50";"2,50";"2,50";"2,50";"2,50";"2,50";"2,50";"2,50";"2,50";
"AOK Hessen";"u1";"80,00%";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"3,40";"3,40";"3,40";"3,40";"3,40";"3,40";"3,40";"3,40";"3,40";"3,40";"3,40";"3,40";"3,40";"3,40";"3,40";"3,40";"3,40";"3,40";"3,40";"3,40";"3,40";"3,40";"3,40";"3,40";"3,40";"3,40";"3,40";"3,40";"3,40";"3,40";"3,40";"3,40";"3,40";"3,40";"3,40";"3,40";"3,40";"3,40";"3,40";"3,40";"3,40";"3,40";"3,40";"3,40";"3,40";"3,40";"3,40";"3,40";"3,40";"3,40";"3,40";"3,40";"3,40";"3,40";"3,40";"3,40";"3,40";"3,40";"3,40";"3,40";"4,20";"4,20";"4,20";"4,20";"4,20";"4,20";"4,20";"4,20";"4,20";"4,20";"4,20";"4,20";
"AOK Hessen";"u2";"100,00%";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,19";"0,19";"0,19";"0,19";"0,19";"0,19";"0,19";"0,19";"0,19";"0,19";"0,19";"0,19";"0,25";"0,25";"0,25";"0,25";"0,25";"0,25";"0,25";"0,25";"0,25";"0,25";"0,25";"0,25";"0,25";"0,25";"0,25";"0,25";"0,25";"0,25";"0,25";"0,25";"0,25";"0,25";"0,25";"0,25";"0,25";"0,25";"0,25";"0,25";"0,25";"0,25";"0,25";"0,25";"0,25";"0,25";"0,25";"0,25";"0,33";"0,33";"0,33";"0,33";"0,33";"0,33";"0,33";"0,33";"0,33";"0,33";"0,33";"0,33";"0,38";"0,38";"0,38";"0,38";"0,38";"0,38";"0,38";"0,38";"0,38";"0,38";"0,38";"0,38";
"BKK Ernst & Young";"u1";"40,00%";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1,20";"1,20";"1,20";"1,20";"1,20";"1,50";"1,50";"1,50";"1,50";"1,50";"1,50";"1,50";"1,50";"1,50";"1,50";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"BKK Ernst & Young";"u1";"50,00%";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1,50";"1,50";"1,50";"1,50";"1,50";"1,50";"1,50";"1,50";"1,50";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,30";"1,30";"1,30";"1,30";"1,30";"1,30";"1,30";"1,30";"1,30";"1,30";"1,30";"1,30";"1,10";"1,10";"1,10";"1,10";"1,10";"1,10";"1,10";"1,10";"1,10";"1,10";"1,10";"1,10";
"BKK Ernst & Young";"u1";"60,00%";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1,70";"1,70";"1,70";"1,70";"1,70";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,60";"1,60";"1,60";"1,60";"1,60";"1,60";"1,60";"1,60";"1,60";"1,60";"1,60";"1,60";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";
"BKK Ernst & Young";"u1";"80,00%";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"2,90";"2,90";"2,90";"2,90";"2,90";"3,50";"3,50";"3,50";"3,50";"3,50";"3,50";"3,50";"3,50";"3,50";"3,50";"3,50";"3,50";"3,50";"3,50";"3,50";"3,50";"3,50";"3,50";"3,50";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"2,70";"2,70";"2,70";"2,70";"2,70";"2,70";"2,70";"2,70";"2,70";"2,70";"2,70";"2,70";
"BKK Ernst & Young";"u2";"100,00%";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,29";"0,29";"0,29";"0,29";"0,29";"0,36";"0,36";"0,36";"0,36";"0,36";"0,36";"0,36";"0,36";"0,36";"0,36";"0,36";"0,36";"0,36";"0,36";"0,36";"0,36";"0,36";"0,36";"0,36";"0,34";"0,34";"0,34";"0,34";"0,34";"0,34";"0,34";"0,34";"0,34";"0,34";"0,34";"0,34";"0,37";"0,37";"0,37";"0,37";"0,37";"0,37";"0,37";"0,37";"0,37";"0,37";"0,37";"0,37";"0,37";"0,37";"0,37";"0,37";"0,37";"0,37";"0,37";"0,37";"0,37";"0,37";"0,37";"0,37";"0,37";"0,37";"0,37";"0,37";"0,37";"0,37";"0,37";"0,37";"0,37";"0,37";"0,37";"0,37";
"BKK Wirtschaft&Fin";"u1";"40,00%";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1,20";"1,20";"1,20";"1,20";"1,20";"1,50";"1,50";"1,50";"1,50";"1,50";"1,50";"1,50";"1,50";"1,50";"1,50";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"BKK Wirtschaft&Fin";"u1";"50,00%";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1,50";"1,50";"1,50";"1,50";"1,50";"1,50";"1,50";"1,50";"1,50";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,30";"1,30";"1,30";"1,30";"1,30";"1,30";"1,30";"1,30";"1,30";"1,30";"1,30";"1,30";"1,10";"1,10";"1,10";"1,10";"1,10";"1,10";"1,10";"1,10";"1,10";"1,10";"1,10";"1,10";
"BKK Wirtschaft&Fin";"u1";"60,00%";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1,70";"1,70";"1,70";"1,70";"1,70";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,60";"1,60";"1,60";"1,60";"1,60";"1,60";"1,60";"1,60";"1,60";"1,60";"1,60";"1,60";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";
"BKK Wirtschaft&Fin";"u1";"80,00%";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"2,90";"2,90";"2,90";"2,90";"2,90";"3,50";"3,50";"3,50";"3,50";"3,50";"3,50";"3,50";"3,50";"3,50";"3,50";"3,50";"3,50";"3,50";"3,50";"3,50";"3,50";"3,50";"3,50";"3,50";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"2,70";"2,70";"2,70";"2,70";"2,70";"2,70";"2,70";"2,70";"2,70";"2,70";"2,70";"2,70";
"BKK Wirtschaft&Fin";"u2";"100,00%";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,29";"0,29";"0,29";"0,29";"0,29";"0,36";"0,36";"0,36";"0,36";"0,36";"0,36";"0,36";"0,36";"0,36";"0,36";"0,36";"0,36";"0,36";"0,36";"0,36";"0,36";"0,36";"0,36";"0,36";"0,34";"0,34";"0,34";"0,34";"0,34";"0,34";"0,34";"0,34";"0,34";"0,34";"0,34";"0,34";"0,37";"0,37";"0,37";"0,37";"0,37";"0,37";"0,37";"0,37";"0,37";"0,37";"0,37";"0,37";"0,37";"0,37";"0,37";"0,37";"0,37";"0,37";"0,37";"0,37";"0,37";"0,37";"0,37";"0,37";"0,37";"0,37";"0,37";"0,37";"0,37";"0,37";"0,37";"0,37";"0,37";"0,37";"0,37";"0,37";
"BKK Henschel Plus";"u1";"40,00%";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1,20";"1,20";"1,20";"1,20";"1,20";"1,50";"1,50";"1,50";"1,50";"1,50";"1,50";"1,50";"1,50";"1,50";"1,50";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"BKK Henschel Plus";"u1";"50,00%";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1,50";"1,50";"1,50";"1,50";"1,50";"1,50";"1,50";"1,50";"1,50";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,30";"1,30";"1,30";"1,30";"1,30";"1,30";"1,30";"1,30";"1,30";"1,30";"1,30";"1,30";"1,10";"1,10";"1,10";"1,10";"1,10";"1,10";"1,10";"1,10";"1,10";"1,10";"1,10";"1,10";
